Course,Number,Section,Title,A,B,C,D,F,P,F(P),W,Instructor,Honors,CourseId,Year,NameProcessed
AAH,1010,1.0,Survey of Art & Arch Histor,0.51,0.4,0.04,0.02,0.0,0.0,0.0,0.03,beth ann lauritis,False,AAH-1010,2020,True
AAH,2050,1.0,Art History and Theory I,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beth ann lauritis,False,AAH-2050,2020,True
AAH,3050,1.0,Contemporary Art History,0.58,0.37,0.0,0.05,0.0,0.0,0.0,0.0,andrea feeser,False,AAH-3050,2020,True
ACCT,2010,1.0,Financial Accounting Conc,0.36,0.38,0.2,0.02,0.02,0.0,0.0,0.02,lydia schleifer,False,ACCT-2010,2020,True
ACCT,2010,2.0,Financial Accounting Conc,0.44,0.31,0.15,0.02,0.04,0.0,0.0,0.05,lydia schleifer,False,ACCT-2010,2020,True
ACCT,2010,3.0,Financial Accounting Conc,0.17,0.32,0.25,0.07,0.12,0.0,0.0,0.07,robert wahlman,False,ACCT-2010,2020,True
ACCT,2010,4.0,Financial Accounting Conc,0.26,0.26,0.26,0.13,0.03,0.0,0.0,0.08,charles tegen,False,ACCT-2010,2020,True
ACCT,2010,5.0,Financial Accounting Conc,0.41,0.36,0.13,0.03,0.05,0.0,0.0,0.03,charles tegen,False,ACCT-2010,2020,True
ACCT,2010,6.0,Financial Accounting Conc,0.45,0.33,0.05,0.05,0.05,0.0,0.0,0.08,julie grant,False,ACCT-2010,2020,True
ACCT,2010,7.0,Financial Accounting Conc,0.21,0.44,0.31,0.03,0.0,0.0,0.0,0.03,julie grant,False,ACCT-2010,2020,True
ACCT,2010,8.0,Financial Accounting Conc,0.51,0.33,0.07,0.07,0.0,0.0,0.0,0.02,lydia schleifer,False,ACCT-2010,2020,True
ACCT,2010,9.0,Financial Accounting Conc,0.38,0.3,0.18,0.1,0.05,0.0,0.0,0.0,julie grant,False,ACCT-2010,2020,True
ACCT,2010,10.0,Financial Accounting Conc,0.5,0.2,0.23,0.08,0.0,0.0,0.0,0.0,julie grant,False,ACCT-2010,2020,True
ACCT,2010,11.0,Financial Accounting Conc,0.35,0.31,0.21,0.04,0.08,0.0,0.0,0.0,lisa birtwistle,False,ACCT-2010,2020,True
ACCT,2010,12.0,Financial Accounting Conc,0.28,0.39,0.25,0.0,0.03,0.0,0.0,0.03,lisa birtwistle,False,ACCT-2010,2020,True
ACCT,2010,13.0,Financial Accounting Conc,0.34,0.39,0.13,0.03,0.05,0.0,0.0,0.05,lisa birtwistle,False,ACCT-2010,2020,True
ACCT,2010,14.0,Financial Accounting Conc,0.18,0.32,0.28,0.1,0.0,0.0,0.0,0.12,jeffrey mcmillan,False,ACCT-2010,2020,True
ACCT,2010,15.0,Financial Accounting Conc,0.23,0.34,0.31,0.03,0.0,0.0,0.0,0.09,carl hollingsworth,False,ACCT-2010,2020,True
ACCT,2010,400.0,Financial Accounting Conc,0.09,0.28,0.36,0.12,0.05,0.0,0.0,0.1,jeffrey mcmillan,False,ACCT-2010,2020,True
ACCT,2010,401.0,Financial Accounting Conc,0.26,0.21,0.26,0.11,0.09,0.0,0.0,0.07,emily mccorkle,False,ACCT-2010,2020,True
ACCT,2020,1.0,Managerial Accounting Co,0.38,0.43,0.18,0.03,0.0,0.0,0.0,0.0,robin radtke,False,ACCT-2020,2020,True
ACCT,2020,2.0,Managerial Accounting Co,0.4,0.28,0.18,0.03,0.03,0.0,0.0,0.1,robin radtke,False,ACCT-2020,2020,True
ACCT,2020,3.0,Managerial Accounting Co,0.21,0.13,0.3,0.11,0.09,0.0,0.0,0.15,brian todd carver,False,ACCT-2020,2020,True
ACCT,2020,4.0,Managerial Accounting Co,0.12,0.29,0.19,0.12,0.1,0.0,0.0,0.17,brian todd carver,False,ACCT-2020,2020,True
ACCT,2020,400.0,Managerial Accounting Co,0.23,0.49,0.23,0.0,0.0,0.0,0.0,0.05,robin radtke,False,ACCT-2020,2020,True
ACCT,2020,401.0,Managerial Accounting Co,0.28,0.33,0.17,0.1,0.05,0.0,0.0,0.07,emily mccorkle,False,ACCT-2020,2020,True
ACCT,2020,402.0,Managerial Accounting Co,0.33,0.22,0.28,0.05,0.03,0.0,0.0,0.09,emily mccorkle,False,ACCT-2020,2020,True
ACCT,2020,403.0,Managerial Accounting Co,0.1,0.4,0.15,0.2,0.08,0.0,0.0,0.08,emily mccorkle,False,ACCT-2020,2020,True
ACCT,2020,404.0,Managerial Accounting Co,0.1,0.28,0.26,0.13,0.08,0.0,0.0,0.15,emily mccorkle,False,ACCT-2020,2020,True
ACCT,3030,1.0,Cost Accounting,0.38,0.35,0.23,0.03,0.03,0.0,0.0,0.0,daniel thomas way,False,ACCT-3030,2020,True
ACCT,3030,2.0,Cost Accounting,0.25,0.33,0.35,0.03,0.03,0.0,0.0,0.03,daniel thomas way,False,ACCT-3030,2020,True
ACCT,3030,3.0,Cost Accounting,0.26,0.32,0.32,0.05,0.03,0.0,0.0,0.03,jace garrett,False,ACCT-3030,2020,True
ACCT,3030,4.0,Cost Accounting,0.16,0.42,0.26,0.0,0.05,0.0,0.0,0.11,jace garrett,False,ACCT-3030,2020,True
ACCT,3030,5.0,Cost Accounting,0.77,0.13,0.08,0.03,0.0,0.0,0.0,0.0,sarah martin,False,ACCT-3030,2020,True
ACCT,3110,1.0,Intermediate Financial Acc,0.17,0.34,0.31,0.03,0.07,0.0,0.0,0.07,amy donnelly,False,ACCT-3110,2020,True
ACCT,3110,2.0,Intermediate Financial Acc,0.3,0.3,0.3,0.04,0.07,0.0,0.0,0.0,amy donnelly,False,ACCT-3110,2020,True
ACCT,3110,3.0,Intermediate Financial Acc,0.31,0.38,0.23,0.04,0.0,0.0,0.0,0.04,annieka philo,False,ACCT-3110,2020,True
ACCT,3110,4.0,Intermediate Financial Acc,0.26,0.35,0.23,0.06,0.06,0.0,0.0,0.03,annieka philo,False,ACCT-3110,2020,True
ACCT,3110,5.0,Intermediate Financial Acc,0.04,0.25,0.36,0.11,0.18,0.0,0.0,0.07, russell madray,False,ACCT-3110,2020,True
ACCT,3110,6.0,Intermediate Financial Acc,0.18,0.42,0.18,0.06,0.09,0.0,0.0,0.06, russell madray,False,ACCT-3110,2020,True
ACCT,3110,7.0,Intermediate Financial Acc,0.19,0.41,0.28,0.0,0.0,0.0,0.0,0.09, russell madray,False,ACCT-3110,2020,True
ACCT,3110,8.0,Intermediate Financial Acc,0.23,0.42,0.1,0.19,0.03,0.0,0.0,0.03, russell madray,False,ACCT-3110,2020,True
ACCT,3120,1.0,Intermediate Financial Acc,0.1,0.41,0.31,0.05,0.05,0.0,0.0,0.08,jeremy vinson,False,ACCT-3120,2020,True
ACCT,3120,2.0,Intermediate Financial Acc,0.33,0.44,0.17,0.0,0.03,0.0,0.0,0.03,jeremy vinson,False,ACCT-3120,2020,True
ACCT,3120,3.0,Intermediate Financial Acc,0.14,0.23,0.31,0.14,0.11,0.0,0.0,0.06,terry daniel knause,False,ACCT-3120,2020,True
ACCT,3120,4.0,Intermediate Financial Acc,0.17,0.4,0.3,0.07,0.0,0.0,0.0,0.07,terry daniel knause,False,ACCT-3120,2020,True
ACCT,3120,5.0,Intermediate Financial Acc,0.18,0.36,0.3,0.06,0.09,0.0,0.0,0.0,terry daniel knause,False,ACCT-3120,2020,True
ACCT,3120,6.0,Intermediate Financial Acc,0.22,0.42,0.17,0.06,0.14,0.0,0.0,0.0,terry daniel knause,False,ACCT-3120,2020,True
ACCT,3130,1.0,Analytics for Acct Dec Mak,0.69,0.29,0.03,0.0,0.0,0.0,0.0,0.0,james barnes,False,ACCT-3130,2020,True
ACCT,3130,2.0,Analytics for Acct Dec Mak,0.89,0.09,0.0,0.03,0.0,0.0,0.0,0.0,james barnes,False,ACCT-3130,2020,True
ACCT,3130,3.0,Analytics for Acct Dec Mak,0.27,0.38,0.15,0.15,0.04,0.0,0.0,0.0,phebian davis-culler,False,ACCT-3130,2020,True
ACCT,3130,4.0,Analytics for Acct Dec Mak,0.25,0.39,0.25,0.0,0.11,0.0,0.0,0.0,phebian davis-culler,False,ACCT-3130,2020,True
ACCT,3130,5.0,Analytics for Acct Dec Mak,0.25,0.3,0.3,0.1,0.05,0.0,0.0,0.0,phebian davis-culler,False,ACCT-3130,2020,True
ACCT,3220,1.0,Accounting Information Sy,0.15,0.19,0.42,0.08,0.12,0.0,0.0,0.04,philip maiberger,False,ACCT-3220,2020,True
ACCT,3220,2.0,Accounting Information Sy,0.27,0.31,0.35,0.0,0.04,0.0,0.0,0.04,philip maiberger,False,ACCT-3220,2020,True
ACCT,3220,3.0,Accounting Information Sy,0.13,0.3,0.23,0.17,0.07,0.0,0.0,0.1,philip maiberger,False,ACCT-3220,2020,True
ACCT,3220,4.0,Accounting Information Sy,0.11,0.29,0.25,0.11,0.04,0.0,0.0,0.21,philip maiberger,False,ACCT-3220,2020,True
ACCT,4040,1.0,Individual Taxation,0.61,0.32,0.04,0.0,0.0,0.0,0.0,0.04,sarah martin,False,ACCT-4040,2020,True
ACCT,4040,2.0,Individual Taxation,0.46,0.29,0.23,0.0,0.03,0.0,0.0,0.0,sarah martin,False,ACCT-4040,2020,True
ACCT,4040,3.0,Individual Taxation,0.47,0.41,0.09,0.0,0.03,0.0,0.0,0.0,lisa birtwistle,False,ACCT-4040,2020,True
ACCT,4040,4.0,Individual Taxation,0.49,0.29,0.17,0.03,0.03,0.0,0.0,0.0,sarah martin,False,ACCT-4040,2020,True
ACCT,4080,1.0,Retire & Estate Plan,0.28,0.5,0.16,0.03,0.0,0.0,0.0,0.03,john hine,False,ACCT-4080,2020,True
ACCT,4100,2.0,Reporting and Mgmt Contr,0.24,0.39,0.33,0.03,0.0,0.0,0.0,0.0,gregory mcphee,False,ACCT-4100,2020,True
ACCT,4100,3.0,Reporting and Mgmt Contr,0.33,0.45,0.18,0.03,0.0,0.0,0.0,0.0,gregory mcphee,False,ACCT-4100,2020,True
ACCT,4150,1.0,Auditing,0.28,0.38,0.19,0.13,0.03,0.0,0.0,0.0,nancy lee harp,False,ACCT-4150,2020,True
ACCT,4150,2.0,Auditing,0.38,0.46,0.13,0.04,0.0,0.0,0.0,0.0,nancy lee harp,False,ACCT-4150,2020,True
ACCT,8510,1.0,Tax Research,0.41,0.53,0.03,0.0,0.0,0.0,0.0,0.03,thomas dickens,False,ACCT-8510,2020,True
ACCT,8530,1.0,Adv Acct Problems,0.74,0.15,0.04,0.0,0.0,0.0,0.0,0.07,suzanne pearse,False,ACCT-8530,2020,True
ACCT,8530,2.0,Adv Acct Problems,0.74,0.23,0.03,0.0,0.0,0.0,0.0,0.0,suzanne pearse,False,ACCT-8530,2020,True
ACCT,8530,3.0,Adv Acct Problems,0.45,0.45,0.03,0.0,0.03,0.0,0.0,0.03,ralph edward welton,False,ACCT-8530,2020,True
ACCT,8570,1.0,CPA Exam Review-B,0.0,0.0,0.0,0.0,0.0,0.96,0.03,0.01,james barnes,False,ACCT-8570,2020,True
ACCT,8630,1.0,Forensics Analysis,0.48,0.45,0.03,0.0,0.0,0.0,0.0,0.03,brian goodson,False,ACCT-8630,2020,True
ACCT,8630,2.0,Forensics Analysis,0.35,0.62,0.03,0.0,0.0,0.0,0.0,0.0,brian goodson,False,ACCT-8630,2020,True
ACCT,8650,1.0,Tax & Bus Decisions,0.55,0.39,0.06,0.0,0.0,0.0,0.0,0.0,judson jahn,False,ACCT-8650,2020,True
ACCT,8650,2.0,Tax & Bus Decisions,0.41,0.56,0.04,0.0,0.0,0.0,0.0,0.0,judson jahn,False,ACCT-8650,2020,True
ACCT,8680,1.0,Advanced Accounting Anal,0.47,0.47,0.06,0.0,0.0,0.0,0.0,0.0,marc cussatt,False,ACCT-8680,2020,True
ACCT,8680,2.0,Advanced Accounting Anal,0.59,0.34,0.03,0.0,0.0,0.0,0.0,0.03,marc cussatt,False,ACCT-8680,2020,True
ACCT,8680,3.0,Advanced Accounting Anal,0.39,0.55,0.03,0.0,0.0,0.0,0.0,0.03,marc cussatt,False,ACCT-8680,2020,True
ACCT,8720,1.0,Tax of Flowthroughs,0.25,0.44,0.28,0.0,0.0,0.0,0.0,0.03,thomas dickens,False,ACCT-8720,2020,True
AGED,1020,1.0,Freshman Seminar,0.58,0.33,0.0,0.08,0.0,0.0,0.0,0.0, dibenedetto,False,AGED-1020,2020,True
AGED,2000,1.0,Agr Appl of Ed Tech,0.62,0.0,0.08,0.0,0.0,0.0,0.0,0.15,kevin layfield,False,AGED-2000,2020,True
AGED,2010,1.0,Intro to Agric Educ,0.81,0.19,0.0,0.0,0.0,0.0,0.0,0.0,philip fravel,False,AGED-2010,2020,True
AGED,2040,1.0,App Ag Calculations,0.29,0.57,0.0,0.07,0.07,0.0,0.0,0.0,philip fravel,False,AGED-2040,2020,True
AGED,3030,1.0,Ag Ed Mech Tech,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,christopher eck,False,AGED-3030,2020,True
AGED,8100,3.0,Clin Ag Ed Research,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,kevin layfield,False,AGED-8100,2020,True
AGM,1010,1.0,Intro Ag Mech & Bus,0.47,0.34,0.11,0.03,0.03,0.0,0.0,0.03,hunter massey,False,AGM-1010,2020,True
AGM,2050,1.0,Prin of Fabrication,0.22,0.51,0.22,0.04,0.0,0.0,0.0,0.02,hunter massey,False,AGM-2050,2020,True
AGM,2210,1.0,Land Measurements,0.45,0.31,0.09,0.04,0.07,0.0,0.0,0.04,brennan teddy,False,AGM-2210,2020,True
AGM,3010,1.0,Soil Water Conserv,0.45,0.29,0.22,0.0,0.02,0.0,0.0,0.02,calvin sawyer,False,AGM-3010,2020,True
AGM,4000,1.0,Seminar in Ag Mech & Busi,0.13,0.29,0.32,0.24,0.03,0.0,0.0,0.0,john chastain,False,AGM-4000,2020,True
AGM,4020,1.0,Irrigation System Design,0.24,0.24,0.24,0.1,0.19,0.0,0.0,0.0,charles privette,False,AGM-4020,2020,True
AGM,4050,1.0,Env Cont in Anim Str,0.05,0.27,0.35,0.22,0.11,0.0,0.0,0.0,john chastain,False,AGM-4050,2020,True
AGM,4060,1.0,Mech & Hydraulic Sys,0.39,0.48,0.11,0.0,0.02,0.0,0.0,0.0,ali bulent koc,False,AGM-4060,2020,True
AGM,4600,1.0,Electrical Systems,0.69,0.29,0.02,0.0,0.0,0.0,0.0,0.0,charles privette,False,AGM-4600,2020,True
AGM,4730,4.0,Ag Safety,0.61,0.22,0.11,0.06,0.0,0.0,0.0,0.0,hunter massey,False,AGM-4730,2020,True
AGRB,2020,1.0,Agricultural Economics,0.7,0.17,0.03,0.03,0.05,0.0,0.0,0.01,julie carl pingol ureta pingol,False,AGRB-2020,2020,True
AGRB,2050,1.0,Agriculture and Society,0.16,0.16,0.22,0.31,0.11,0.0,0.0,0.04,michael vassalos,False,AGRB-2050,2020,True
AGRB,3020,1.0,Economics of Farm Manag,0.16,0.13,0.15,0.28,0.08,0.0,0.0,0.2,michael vassalos,False,AGRB-3020,2020,True
AGRB,3080,2.0,Quant Agribusiness Analysi,0.12,0.21,0.14,0.33,0.1,0.0,0.0,0.1,lisha zhang,False,AGRB-3080,2020,True
AGRB,3570,1.0,Natural Resources Econom,0.2,0.11,0.23,0.18,0.11,0.0,0.0,0.16,david brian willis,False,AGRB-3570,2020,True
AGRB,4120,1.0,Reg Econ Devel Theory & P,0.3,0.22,0.11,0.16,0.08,0.0,0.0,0.08,figueiredo silva de,False,AGRB-4120,2020,True
AGRB,4520,1.0,Agricultural Policy,0.14,0.21,0.19,0.28,0.14,0.0,0.0,0.05,michael vassalos,False,AGRB-4520,2020,True
AGRB,4600,2.0,Agricultural Finance,0.18,0.33,0.23,0.18,0.03,0.0,0.0,0.03,lisha zhang,False,AGRB-4600,2020,True
AGRB,4910,1.0,"Int, Agrib & Comm & Rural",0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,michael vassalos,False,AGRB-4910,2020,True
AL,3490,400.0,Principles of Coaching,0.64,0.24,0.12,0.0,0.0,0.0,0.0,0.0,deborah cadorette,False,AL-3490,2020,True
AL,3490,401.0,Principles of Coaching,0.48,0.32,0.08,0.0,0.08,0.0,0.0,0.04,deborah cadorette,False,AL-3490,2020,True
AL,3490,402.0,Principles of Coaching,0.52,0.32,0.12,0.0,0.04,0.0,0.0,0.0,deborah cadorette,False,AL-3490,2020,True
AL,3490,403.0,Principles of Coaching,0.65,0.17,0.13,0.04,0.0,0.0,0.0,0.0,deborah cadorette,False,AL-3490,2020,True
AL,3490,405.0,Principles of Coaching,0.73,0.2,0.0,0.07,0.0,0.0,0.0,0.0,frank mezzanotte,False,AL-3490,2020,True
AL,3490,406.0,Principles of Coaching,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,frank mezzanotte,False,AL-3490,2020,True
AL,3490,408.0,Principles of Coaching,0.48,0.26,0.17,0.04,0.0,0.0,0.0,0.0,john plumblee,False,AL-3490,2020,True
AL,3490,409.0,Principles of Coaching,0.88,0.04,0.08,0.0,0.0,0.0,0.0,0.0,edmond fry,False,AL-3490,2020,True
AL,3490,410.0,Principles of Coaching,0.59,0.18,0.14,0.05,0.0,0.0,0.0,0.05,joel neuder,False,AL-3490,2020,True
AL,3490,411.0,Principles of Coaching,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,nicholas whitrow,False,AL-3490,2020,True
AL,3500,400.0,Sci Basis I/Ex Phy,0.27,0.38,0.23,0.04,0.0,0.0,0.0,0.08,michael godfrey,False,AL-3500,2020,True
AL,3500,401.0,Sci Basis I/Ex Phy,0.44,0.32,0.2,0.04,0.0,0.0,0.0,0.0,isaac sean colbert,False,AL-3500,2020,True
AL,3530,400.0,Athletic Injuries,0.63,0.26,0.11,0.0,0.0,0.0,0.0,0.0,isaac sean colbert,False,AL-3530,2020,True
AL,3530,401.0,Athletic Injuries,0.8,0.12,0.04,0.04,0.0,0.0,0.0,0.0,isaac sean colbert,False,AL-3530,2020,True
AL,3600,400.0,Hgh Sch Athl Ethical/Legal,0.37,0.53,0.11,0.0,0.0,0.0,0.0,0.0,clyde keith connor,False,AL-3600,2020,True
AL,3610,400.0,Admin/Org of Athletic Pro,0.76,0.2,0.04,0.0,0.0,0.0,0.0,0.0,henry oates,False,AL-3610,2020,True
AL,3610,401.0,Admin/Org of Athletic Pro,0.76,0.2,0.04,0.0,0.0,0.0,0.0,0.0,henry oates,False,AL-3610,2020,True
AL,3610,402.0,Admin/Org of Athletic Pro,0.35,0.35,0.2,0.0,0.1,0.0,0.0,0.0,john plumblee,False,AL-3610,2020,True
AL,3620,400.0,Psychology of Coaching,0.33,0.42,0.17,0.04,0.04,0.0,0.0,0.0,natalie anne carter,False,AL-3620,2020,True
AL,3620,401.0,Psychology of Coaching,0.28,0.36,0.24,0.12,0.0,0.0,0.0,0.0,natalie anne carter,False,AL-3620,2020,True
AL,3620,402.0,Psychology of Coaching,0.32,0.24,0.32,0.08,0.04,0.0,0.0,0.0,natalie anne carter,False,AL-3620,2020,True
AL,3740,400.0,Coaching Football,0.52,0.16,0.16,0.04,0.04,0.0,0.0,0.08,edmond fry,False,AL-3740,2020,True
AL,3740,401.0,Coaching Football,0.45,0.18,0.18,0.09,0.05,0.0,0.0,0.05,edmond fry,False,AL-3740,2020,True
AL,3760,400.0,Coaching Strength/Conditi,0.67,0.13,0.08,0.0,0.08,0.0,0.0,0.04,edmond fry,False,AL-3760,2020,True
AL,3760,401.0,Coaching Strength/Conditi,0.68,0.2,0.04,0.0,0.04,0.0,0.0,0.04,edmond fry,False,AL-3760,2020,True
AL,4000,400.0,Athletic Leadership Interns,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,deborah cadorette,False,AL-4000,2020,True
AL,4380,402.0,HS Athletic Recruiting,0.61,0.13,0.17,0.04,0.04,0.0,0.0,0.0,justin hickey,False,AL-4380,2020,True
AL,4380,404.0,Emerging Issues and Trend,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,misty soles,False,AL-4380,2020,True
AL,4380,408.0,Officiating in AL,0.75,0.2,0.0,0.05,0.0,0.0,0.0,0.0,clyde keith connor,False,AL-4380,2020,True
AL,4380,409.0,Coaching Baseball/Softball,0.71,0.06,0.24,0.0,0.0,0.0,0.0,0.0,justin hickey,False,AL-4380,2020,True
AL,8440,401.0,Surv of Res Mthds in Athle,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,michael godfrey,False,AL-8440,2020,True
AL,8440,402.0,Surv of Res Mthds in Athle,0.75,0.08,0.08,0.0,0.08,0.0,0.0,0.0,michael godfrey,False,AL-8440,2020,True
AL,8490,401.0,Athletic Leadership Dev,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,janna magette,False,AL-8490,2020,True
AL,8490,402.0,Athletic Leadership Dev,0.6,0.25,0.0,0.0,0.15,0.0,0.0,0.0,janna magette,False,AL-8490,2020,True
AL,8500,400.0,Principles Strength and Co,0.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0,michael godfrey,False,AL-8500,2020,True
AL,8500,401.0,Principles Strength and Co,0.58,0.37,0.0,0.0,0.05,0.0,0.0,0.0,michael godfrey,False,AL-8500,2020,True
AL,8630,400.0,Socio Dynam in Intercol At,0.55,0.27,0.0,0.0,0.09,0.0,0.0,0.09,michael godfrey,False,AL-8630,2020,True
ANTH,2010,1.0,Introduction to Anthropol,0.35,0.34,0.17,0.08,0.03,0.0,0.0,0.04,yi wu,False,ANTH-2010,2020,True
ANTH,2010,2.0,Introduction to Anthropol,0.22,0.48,0.18,0.05,0.04,0.0,0.0,0.04,yi wu,False,ANTH-2010,2020,True
ANTH,2010,3.0,Introduction to Anthropol,0.06,0.16,0.24,0.04,0.13,0.0,0.0,0.37,john coggeshall,False,ANTH-2010,2020,True
ANTH,2010,4.0,Introduction to Anthropol,0.58,0.3,0.04,0.0,0.02,0.0,0.0,0.04,david markus,False,ANTH-2010,2020,True
ANTH,2010,5.0,Introduction to Anthropol,0.67,0.23,0.04,0.0,0.04,0.0,0.0,0.02,david markus,False,ANTH-2010,2020,True
ANTH,2010,6.0,Introduction to Anthropol,0.04,0.34,0.2,0.11,0.04,0.0,0.0,0.27,john coggeshall,False,ANTH-2010,2020,True
ANTH,2010,7.0,Introduction to Anthropol,0.62,0.35,0.04,0.0,0.0,0.0,0.0,0.0,david markus,False,ANTH-2010,2020,True
ANTH,3010,1.0,Cultural Anthropology,0.14,0.32,0.39,0.07,0.04,0.0,0.0,0.04,john coggeshall,False,ANTH-3010,2020,True
ANTH,3200,1.0,North American Indian Cul,0.13,0.27,0.2,0.13,0.2,0.0,0.0,0.07,john coggeshall,False,ANTH-3200,2020,True
ANTH,3320,1.0,World Archaeology,0.4,0.44,0.08,0.0,0.04,0.0,0.0,0.04,david markus,False,ANTH-3320,2020,True
ANTH,3510,1.0,Biological Anthropology,0.66,0.13,0.13,0.0,0.06,0.0,0.0,0.03,katherine weisensee,False,ANTH-3510,2020,True
ANTH,4280,1.0,"Law, Culture and Society",0.57,0.21,0.0,0.0,0.14,0.0,0.0,0.07,yi wu,False,ANTH-4280,2020,True
ARCH,1010,1.0,Introduction to Architectur,0.42,0.35,0.03,0.02,0.04,0.0,0.0,0.07, hambright-belue,False,ARCH-1010,2020,True
ARCH,2040,1.0,Hist of Modern Arch,0.56,0.31,0.11,0.01,0.0,0.0,0.0,0.0,andreea mihalache,False,ARCH-2040,2020,True
ARCH,2510,1.0,Arch Foundations I,0.86,0.07,0.07,0.0,0.0,0.0,0.0,0.0,joseph choma,False,ARCH-2510,2020,True
ARCH,2510,2.0,Arch Foundations I,0.43,0.36,0.21,0.0,0.0,0.0,0.0,0.0,brandon george pass,False,ARCH-2510,2020,True
ARCH,2510,3.0,Arch Foundations I,0.43,0.43,0.14,0.0,0.0,0.0,0.0,0.0,virginia ellyn melnyk,False,ARCH-2510,2020,True
ARCH,2510,4.0,Arch Foundations I,0.62,0.23,0.08,0.0,0.08,0.0,0.0,0.0,byron jefferies,False,ARCH-2510,2020,True
ARCH,2510,5.0,Arch Foundations I,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,kendall roberts,False,ARCH-2510,2020,True
ARCH,2510,6.0,Arch Foundations I,0.46,0.31,0.08,0.08,0.0,0.0,0.0,0.08,timothy sutherland,False,ARCH-2510,2020,True
ARCH,2700,1.0,Structures I,0.87,0.13,0.0,0.0,0.0,0.0,0.0,0.0,grace fulmer,False,ARCH-2700,2020,True
ARCH,2710,1.0,Structures II,0.48,0.33,0.07,0.0,0.04,0.0,0.0,0.0,amy christine trick,False,ARCH-2710,2020,True
ARCH,3500,1.0,Intro to Urban Contexts,0.47,0.47,0.0,0.0,0.0,0.0,0.0,0.06,douglas hecker,False,ARCH-3500,2020,True
ARCH,3500,2.0,Intro to Urban Contexts,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,berrin terim,False,ARCH-3500,2020,True
ARCH,3500,3.0,Intro to Urban Contexts,0.33,0.56,0.11,0.0,0.0,0.0,0.0,0.0,david lee,False,ARCH-3500,2020,True
ARCH,3500,4.0,Intro to Urban Contexts,0.69,0.13,0.19,0.0,0.0,0.0,0.0,0.0,clarissa mendez,False,ARCH-3500,2020,True
ARCH,3500,5.0,Intro to Urban Contexts,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,julie poe wilkerson,False,ARCH-3500,2020,True
ARCH,3510,1.0,Studio Clemson,0.69,0.31,0.0,0.0,0.0,0.0,0.0,0.0,dustin albright,False,ARCH-3510,2020,True
ARCH,3540,1.0,Studio Barcelona,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,miguel roldan,False,ARCH-3540,2020,True
ARCH,4010,1.0,Architectural Portfolio,0.62,0.24,0.1,0.0,0.0,0.0,0.0,0.05,clarissa mendez,False,ARCH-4010,2020,True
ARCH,4010,2.0,Architectural Portfolio,0.59,0.29,0.12,0.0,0.0,0.0,0.0,0.0,virginia ellyn melnyk,False,ARCH-4010,2020,True
ARCH,4010,3.0,Architectural Portfolio,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,george schafer,False,ARCH-4010,2020,True
ARCH,4010,4.0,Architectural Portfolio,0.57,0.33,0.05,0.0,0.05,0.0,0.0,0.0,brandon george pass,False,ARCH-4010,2020,True
ARCH,4120,2.0,History Research,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,miguel roldan,False,ARCH-4120,2020,True
ARCH,4140,2.0,Design Seminar,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,miguel roldan,False,ARCH-4140,2020,True
ARCH,6850,1.0,H/Th: Arch+Health,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,dina battisto,False,ARCH-6850,2020,True
ARCH,8100,1.0,Visualization I,0.83,0.09,0.04,0.0,0.0,0.0,0.0,0.0,joseph choma,False,ARCH-8100,2020,True
ARCH,8210,1.0,Research Methods,0.83,0.15,0.0,0.0,0.0,0.0,0.0,0.02,dina battisto,False,ARCH-8210,2020,True
ARCH,8410,1.0,Arch Studio I,0.55,0.36,0.0,0.0,0.0,0.0,0.0,0.0,peter laurence,False,ARCH-8410,2020,True
ARCH,8410,2.0,Arch Studio I,0.6,0.3,0.0,0.0,0.1,0.0,0.0,0.0,ufuk ersoy,False,ARCH-8410,2020,True
ARCH,8510,1.0,Design Studio III,0.33,0.58,0.08,0.0,0.0,0.0,0.0,0.0,ulrike ann- heine,False,ARCH-8510,2020,True
ARCH,8510,2.0,Design Studio III,0.17,0.83,0.0,0.0,0.0,0.0,0.0,0.0,santa cruz franco,False,ARCH-8510,2020,True
ARCH,8510,3.0,Design Studio III,0.31,0.54,0.08,0.0,0.0,0.0,0.0,0.08,george schafer,False,ARCH-8510,2020,True
